track_id	type	filename	datetime	bbox_x1	bbox_x2	bbox_y1	bbox_y2	mean_r	mean_g	mean_b	median_r	median_g	median_b	mean_h	mean_s	mean_v	median_s	median_h	median_v
52.0	0	5418	2021-07-22 20:00:21.663	0.30390625	0.32578125	0.178125	0.21145833333333333	0.4028011204481792	0.3847470238095238	0.33189775910364144	0.4313725490196079	0.415686274509804	0.2921568627450981	0.11348039215686274	0.33689163165266106	0.4241465336134454	0.10196078431372547	0.33725490196078434	0.4352941176470588
52.0	0	5470	2021-07-23 09:00:21.611	0.30078125	0.32421875	0.18125	0.21875	0.3442193173565723	0.35643427741466954	0.30376543209876544	0.3803921568627451	0.4	0.2784313725490196	0.14987654320987656	0.3239905591866376	0.3749709513435003	0.13333333333333333	0.3215686274509804	0.4
52.0	0	5482	2021-07-23 12:00:21.585	0.30078125	0.32421875	0.18229166666666666	0.21875	0.3430887021475257	0.3512903828197946	0.30949019607843137	0.3843137254901961	0.396078431372549	0.2823529411764706	0.14809337068160594	0.3015088702147525	0.3700877684407096	0.12941176470588234	0.29411764705882354	0.396078431372549
52.0	0	5494	2021-07-23 15:00:21.617	0.2984375	0.321875	0.184375	0.221875	0.3815395787944808	0.3740305010893246	0.3318990559186637	0.4235294117647059	0.415686274509804	0.30980392156862746	0.12454974582425565	0.2957516339869281	0.4000944081336239	0.10980392156862744	0.2901960784313726	0.4274509803921568
52.0	0	5514	2021-07-23 20:00:21.780	0.29765625	0.3234375	0.190625	0.2333333333333333	0.3733257974290973	0.3650449980435633	0.3238612813935626	0.4235294117647059	0.4117647058823529	0.30980392156862746	0.114290683013782	0.2778951639783777	0.3894584293436517	0.10588235294117647	0.2784313725490196	0.4235294117647059
52.0	0	5514	2021-07-23 20:00:21.780	0.29765625	0.32265625	0.190625	0.2322916666666667	0.4542555147058823	0.4473192401960784	0.4012959558823529	0.5137254901960784	0.5019607843137255	0.396078431372549	0.11963541666666667	0.2343872549019608	0.4744975490196078	0.10980392156862744	0.2392156862745098	0.5137254901960784
52.0	0	5566	2021-07-24 09:00:21.602	0.29765625	0.3234375	0.18854166666666666	0.23125	0.3693027839369303	0.35956117849948555	0.3411909627117661	0.4274509803921568	0.4117647058823529	0.3333333333333333	0.11932234830369695	0.21949770299842036	0.3851948466008724	0.10196078431372547	0.2235294117647059	0.4274509803921568
52.0	0	5574	2021-07-24 11:00:21.593	0.2984375	0.3234375	0.18958333333333333	0.2322916666666667	0.3778275944524151	0.3698051171688188	0.3347351745576279	0.4313725490196079	0.4196078431372549	0.3215686274509804	0.11880380200860832	0.260769368723099	0.3950771162123386	0.10588235294117647	0.2627450980392157	0.4313725490196079
52.0	0	5586	2021-07-24 14:00:21.604	0.29765625	0.3234375	0.190625	0.2333333333333333	0.3764271118647015	0.3627726330739243	0.33487239685231074	0.4392156862745098	0.4196078431372549	0.32941176470588235	0.10921264292856832	0.2582119617987624	0.3919510745909599	0.09803921568627452	0.25882352941176473	0.4392156862745098
52.0	0	5598	2021-07-24 17:00:21.590	0.29765625	0.3234375	0.19375	0.23541666666666666	0.4345008912655972	0.4112240047534165	0.3713161021984551	0.4901960784313725	0.4588235294117647	0.3607843137254902	0.10240344622697564	0.2678193701723113	0.452929292929293	0.09411764705882353	0.27058823529411763	0.4901960784313725
52.0	0	5610	2021-07-24 20:00:21.800	0.296875	0.3234375	0.19479166666666667	0.2364583333333333	0.4178258362168397	0.39361880046136105	0.3633102652825836	0.4745098039215686	0.4392156862745098	0.35294117647058826	0.10316032295271048	0.2538581314878893	0.4354527104959631	0.09411764705882353	0.2549019607843137	0.4745098039215686
52.0	0	5610	2021-07-24 20:00:21.800	0.296875	0.32265625	0.19479166666666667	0.2375	0.41984551396316105	0.37601263713171895	0.34455603379563204	0.4784313725490196	0.4235294117647059	0.32941176470588235	0.08534121704853412	0.29741025752503514	0.4366505804095474	0.0784313725490196	0.3058823529411765	0.4784313725490196
52.0	0	5650	2021-07-25 06:00:11.550	0.296875	0.32265625	0.19375	0.2364583333333333	0.4138573685202093	0.3293248119646972	0.3411851658623538	0.4745098039215686	0.3686274509803922	0.32941176470588235	0.05604394011854557	0.2897671115748591	0.4289494659652479	0.043137254901960784	0.3019607843137255	0.4745098039215686
52.0	1	5698	2021-07-25 18:00:21.596	0.29609375	0.32265625	0.19895833333333326	0.240625	0.5024452133794695	0.2039446366782007	0.20300461361014996	0.5215686274509804	0.21176470588235294	0.21568627450980396	0.2784688581314879	0.529123414071511	0.4656199538638985	0.0196078431372549	0.5647058823529412	0.5098039215686274
52.0	1	5750	2021-07-26 07:00:21.610	0.2953125	0.32421875	0.20104166666666667	0.2458333333333333	0.4592277640157257	0.12493314107541195	0.14361420243773185	0.4862745098039216	0.13333333333333333	0.15294117647058825	0.5844468271280857	0.6570759542031772	0.4233667319850631	0.6941176470588235	0.7058823529411765	0.4784313725490196
52.0	1	5770	2021-07-26 12:00:21.591	0.2953125	0.325	0.20104166666666667	0.2458333333333333	0.4428228574171407	0.08450572395420837	0.12414860681114552	0.4686274509803922	0.08627450980392158	0.13333333333333333	0.6124751001991984	0.7495572035423717	0.4068519451844385	0.6901960784313725	0.792156862745098	0.4588235294117647
52.0	1	5782	2021-07-26 15:00:21.593	0.29453125	0.325	0.20208333333333334	0.2479166666666667	0.5022601581425111	0.1142648201471731	0.15146944558709266	0.5372549019607843	0.11372549019607844	0.1607843137254902	0.5890557155263038	0.7213469536998949	0.4695712783948078	0.6901960784313725	0.7607843137254902	0.5254901960784314
52.0	1	5802	2021-07-26 20:00:21.642	0.2921875	0.3203125	0.234375	0.278125	0.472743541861189	0.13346301483556386	0.16778452121589374	0.4862745098039216	0.1411764705882353	0.17647058823529413	0.6209461562402739	0.6552935989210499	0.4395347027699968	0.6901960784313725	0.7058823529411765	0.4745098039215686
52.0	1	5866	2021-07-27 12:00:21.602	0.29375	0.3234375	0.23125	0.2770833333333333	0.4930856553147575	0.10127826250117272	0.16221737498827282	0.5215686274509804	0.09803921568627452	0.16862745098039214	0.6002063983488132	0.7380030959752323	0.4630101322825781	0.6823529411764706	0.8	0.5098039215686274
52.0	1	5886	2021-07-27 17:00:21.608	0.29296875	0.3234375	0.2322916666666667	0.2791666666666667	0.3898195631528965	0.09201050220658064	0.14050388246466675	0.4	0.09019607843137256	0.1450980392156863	0.6066722529467627	0.6976302999832412	0.3564136081783141	0.6823529411764706	0.7647058823529411	0.392156862745098
52.0	1	5898	2021-07-27 20:00:21.810	0.2921875	0.3234375	0.2333333333333333	0.2791666666666667	0.39459670231729055	0.09814839572192513	0.14834447415329768	0.403921568627451	0.09803921568627452	0.15294117647058825	0.6073061497326203	0.6885940285204991	0.3614282531194296	0.6784313725490196	0.7490196078431373	0.392156862745098
52.0	1	5898	2021-07-27 20:00:21.810	0.29296875	0.3234375	0.2333333333333333	0.278125	0.4076560618284285	0.12818875910531174	0.1762694821518351	0.407843137254902	0.12941176470588234	0.1803921568627451	0.6294035801559742	0.6173372151484326	0.3744875887146749	0.6823529411764706	0.6666666666666666	0.4
52.0	1	5938	2021-07-28 06:00:21.596	0.29375	0.325	0.23125	0.278125	0.4035228758169934	0.09846187363834423	0.1456579520697168	0.415686274509804	0.10196078431372547	0.15294117647058825	0.6354466230936819	0.6790588235294117	0.3704814814814815	0.6823529411764706	0.7490196078431373	0.407843137254902
52.0	1	5958	2021-07-28 17:00:21.626	0.29375	0.325	0.22916666666666666	0.278125	0.34462453066332915	0.07154568210262828	0.1284209428452232	0.34901960784313724	0.07058823529411765	0.13333333333333333	0.6295014601585315	0.7112390488110139	0.3103921568627451	0.6745098039215687	0.7960784313725491	0.3411764705882353
52.0	1	5970	2021-07-28 20:00:21.796	0.29296875	0.32421875	0.22916666666666666	0.2791666666666667	0.34412173202614377	0.07834763071895426	0.1298549836601307	0.3450980392156863	0.0784313725490196	0.13333333333333333	0.6110825163398693	0.7085804738562091	0.3098508986928105	0.6745098039215687	0.7725490196078432	0.33725490196078434
52.0	1	5970	2021-07-28 20:00:21.796	0.29296875	0.325	0.228125	0.2791666666666667	0.32056139528982325	0.06461901833904295	0.11328824212611875	0.3215686274509804	0.06274509803921569	0.1176470588235294	0.5978137596502016	0.7392225182756029	0.2860422217667555	0.6745098039215687	0.807843137254902	0.3137254901960784
52.0	1	6010	2021-07-29 06:00:21.639	0.29375	0.325	0.2302083333333333	0.2770833333333333	0.3866644880174292	0.10546623093681916	0.1582244008714597	0.3882352941176471	0.10980392156862744	0.16470588235294115	0.6733594771241831	0.6611764705882353	0.35302832244008714	0.6784313725490196	0.7137254901960784	0.3803921568627451
52.0	1	6066	2021-07-29 20:00:21.816	0.29296875	0.32578125	0.234375	0.284375	0.3495837223778401	0.08560535325241207	0.14076408341114224	0.34901960784313724	0.08627450980392158	0.1450980392156863	0.6183395580454404	0.6965355586679116	0.3162678960473078	0.6745098039215687	0.7490196078431373	0.33725490196078434
52.0	1	6066	2021-07-29 20:00:21.816	0.29375	0.32421875	0.23541666666666666	0.28229166666666666	0.4285369532428357	0.14156080665884588	0.19922015529858667	0.4274509803921568	0.1450980392156863	0.207843137254902	0.631486509133568	0.6080665884587453	0.3965342718283895	0.6784313725490196	0.6509803921568628	0.4196078431372549
52.0	1	6110	2021-07-30 07:00:21.617	0.29375	0.3265625	0.23125	0.28125	0.33043106131341426	0.06769179894179894	0.10760582010582012	0.3333333333333333	0.06666666666666668	0.10980392156862744	0.6324035169623405	0.7306547619047619	0.2959305944600062	0.6862745098039216	0.7882352941176469	0.3254901960784314
52.0	1	6134	2021-07-30 13:00:21.604	0.29296875	0.32734375	0.23125	0.28125	0.3010063874034462	0.054131387403446224	0.10465129233511587	0.2980392156862745	0.05098039215686274	0.10980392156862744	0.6120729352347	0.7674985145573381	0.2671624331550802	0.6745098039215687	0.8235294117647058	0.2901960784313726
52.0	1	6146	2021-07-30 16:00:21.637	0.29140625	0.32578125	0.23125	0.28125	0.32115827391562685	0.06682078134284017	0.12239490493166966	0.3176470588235294	0.06274509803921569	0.12549019607843134	0.6108381610219845	0.7397003119429589	0.2878639334521688	0.6745098039215687	0.7960784313725491	0.30980392156862746
